800,800,3.0,-0.5,0.0,100
800,800,1.5,-0.7024999999999999,0.345,100
800,800,0.75,-0.23187499999999983,0.6768749999999999,100
800,800,0.375,-0.1184374999999998,0.9178124999999999,100
800,800,0.1875,-0.1020312499999998,0.9445312499999999,100
800,800,0.09375,-0.1022656249999998,0.9499218749999999,100
800,800,3.0,-0.5,0.0,10000
800,800,1.5,-0.5862499999999999,0.43875,10000
800,800,0.75,-0.5731249999999999,0.451875,10000
800,800,0.375,-0.5778124999999998,0.45375000000000004,10000
800,800,0.1875,-0.5801562499999998,0.4546875,10000
800,800,0.09375,-0.5813281249999999,0.45515625000000004,10000
800,800,0.046875,-0.5867187499999998,0.45562500000000006,10000
800,800,0.0234375,-0.5871874999999999,0.45591796875000007,10000
800,800,0.01171875,-0.5874218749999999,0.45606445312500005,10000
800,800,0.005859375,-0.5872460937499999,0.45626953125,10000
800,800,0.0029296875,-0.5872900390624999,0.45635009765625,10000
800,800,0.00146484375,-0.5873266601562499,0.4563134765625,10000
800,800,7.32421875E-4,-0.5873010253906249,0.45632263183593746,10000
800,800,3.662109375E-4,-0.5872991943359374,0.45632263183593746,10000
800,800,1.8310546875E-4,-0.5872982788085936,0.45632263183593746,10000
800,800,9.1552734375E-5,-0.5873028564453124,0.4563210296630859,10000
800,800,4.57763671875E-5,-0.5873051452636718,0.4563202285766601,10000
800,800,2.288818359375E-5,-0.5873048019409179,0.4563199996948242,10000
800,800,1.1444091796875E-5,-0.587304458618164,0.4563199996948242,10000
800,800,5.7220458984375E-6,-0.587304286956787,0.4563199996948242,10000
800,800,2.86102294921875E-6,-0.5873043155670166,0.45632021427154534,10000
800,800,1.430511474609375E-6,-0.5873044264316558,0.45632032155990593,10000
800,800,7.152557373046875E-7,-0.5873044568300246,0.4563203090429305,10000
800,800,3.5762786865234375E-7,-0.5873044434189796,0.4563203099370002,10000
800,800,1.7881393432617188E-7,-0.5873044295608997,0.45632031172513954,10000
800,800,8.940696716308594E-8,-0.5873044295608997,0.45632031172513954,10000
800,800,4.470348358154297E-8,-0.5873044295608997,0.45632031172513954,10000
800,800,2.2351741790771484E-8,-0.5873044295608997,0.45632031172513954,10000
800,800,1.1175870895385742E-8,-0.5873044295608997,0.45632031172513954,10000
